group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
quick,random,750,,,5275840.0,ns,25
quick,random,750,,,4887487.0,ns,25
quick,random,750,,,4847633.0,ns,25
quick,random,750,,,4847443.0,ns,25
quick,random,750,,,4907480.0,ns,25
quick,random,750,,,4887892.0,ns,25
quick,random,750,,,4885085.0,ns,25
quick,random,750,,,4844076.0,ns,25
quick,random,750,,,4949177.0,ns,25
quick,random,750,,,4856627.0,ns,25
quick,random,750,,,4918320.0,ns,25
quick,random,750,,,4842385.0,ns,25
quick,random,750,,,4976195.0,ns,25
quick,random,750,,,4969120.0,ns,25
quick,random,750,,,4897523.0,ns,25
quick,random,750,,,4869016.0,ns,25
quick,random,750,,,4916986.0,ns,25
quick,random,750,,,4911947.0,ns,25
quick,random,750,,,4866238.0,ns,25
quick,random,750,,,5032865.0,ns,25
quick,random,750,,,4925232.0,ns,25
quick,random,750,,,4963264.0,ns,25
quick,random,750,,,5256031.0,ns,25
quick,random,750,,,5220308.0,ns,25
quick,random,750,,,5214341.0,ns,25
quick,random,750,,,5231005.0,ns,25
quick,random,750,,,5223215.0,ns,25
quick,random,750,,,5065006.0,ns,25
quick,random,750,,,4974039.0,ns,25
quick,random,750,,,4687926.0,ns,25
quick,random,750,,,4934944.0,ns,25
quick,random,750,,,5066093.0,ns,25
quick,random,750,,,5088875.0,ns,25
quick,random,750,,,4789480.0,ns,25
quick,random,750,,,4857760.0,ns,25
quick,random,750,,,5133128.0,ns,25
quick,random,750,,,4868669.0,ns,25
quick,random,750,,,4743063.0,ns,25
quick,random,750,,,5023669.0,ns,25
quick,random,750,,,5097348.0,ns,25
quick,random,750,,,4919286.0,ns,25
quick,random,750,,,5107267.0,ns,25
quick,random,750,,,4958013.0,ns,25
quick,random,750,,,5012266.0,ns,25
quick,random,750,,,5154796.0,ns,25
quick,random,750,,,5237640.0,ns,25
quick,random,750,,,5213892.0,ns,25
quick,random,750,,,4948218.0,ns,25
quick,random,750,,,5261001.0,ns,25
quick,random,750,,,5211003.0,ns,25
quick,random,750,,,5211474.0,ns,25
quick,random,750,,,5222781.0,ns,25
quick,random,750,,,5241056.0,ns,25
quick,random,750,,,5212446.0,ns,25
quick,random,750,,,5234551.0,ns,25
quick,random,750,,,5225511.0,ns,25
quick,random,750,,,4874821.0,ns,25
quick,random,750,,,4955512.0,ns,25
quick,random,750,,,5235721.0,ns,25
quick,random,750,,,4813116.0,ns,25
quick,random,750,,,4772219.0,ns,25
quick,random,750,,,5067221.0,ns,25
quick,random,750,,,4960777.0,ns,25
quick,random,750,,,4874842.0,ns,25
quick,random,750,,,5089930.0,ns,25
quick,random,750,,,5049335.0,ns,25
quick,random,750,,,4921895.0,ns,25
quick,random,750,,,5044710.0,ns,25
quick,random,750,,,4877202.0,ns,25
quick,random,750,,,4922341.0,ns,25
quick,random,750,,,4862896.0,ns,25
quick,random,750,,,5125892.0,ns,25
quick,random,750,,,4919812.0,ns,25
quick,random,750,,,4952836.0,ns,25
quick,random,750,,,5099435.0,ns,25
quick,random,750,,,4911411.0,ns,25
quick,random,750,,,4899461.0,ns,25
quick,random,750,,,4946488.0,ns,25
quick,random,750,,,5150654.0,ns,25
quick,random,750,,,4841298.0,ns,25
quick,random,750,,,4932239.0,ns,25
quick,random,750,,,5025399.0,ns,25
quick,random,750,,,4901889.0,ns,25
quick,random,750,,,4890344.0,ns,25
quick,random,750,,,5048681.0,ns,25
quick,random,750,,,4905561.0,ns,25
quick,random,750,,,4949203.0,ns,25
quick,random,750,,,4974625.0,ns,25
quick,random,750,,,4928811.0,ns,25
quick,random,750,,,4882286.0,ns,25
quick,random,750,,,4841531.0,ns,25
quick,random,750,,,5141016.0,ns,25
quick,random,750,,,4942541.0,ns,25
quick,random,750,,,4979256.0,ns,25
quick,random,750,,,5016428.0,ns,25
quick,random,750,,,4895369.0,ns,25
quick,random,750,,,4851986.0,ns,25
quick,random,750,,,4870639.0,ns,25
quick,random,750,,,5092429.0,ns,25
quick,random,750,,,4904291.0,ns,25
quick,random,750,,,4843143.0,ns,25
quick,random,750,,,4918612.0,ns,25
quick,random,750,,,5186911.0,ns,25
quick,random,750,,,4948366.0,ns,25
quick,random,750,,,4983318.0,ns,25
quick,random,750,,,4903152.0,ns,25
quick,random,750,,,4794919.0,ns,25
quick,random,750,,,4984065.0,ns,25
quick,random,750,,,4976024.0,ns,25
quick,random,750,,,4964034.0,ns,25
quick,random,750,,,4976997.0,ns,25
quick,random,750,,,5002374.0,ns,25
quick,random,750,,,5034533.0,ns,25
quick,random,750,,,5018434.0,ns,25
quick,random,750,,,4942287.0,ns,25
quick,random,750,,,4927171.0,ns,25
quick,random,750,,,4893205.0,ns,25
quick,random,750,,,4854401.0,ns,25
quick,random,750,,,4889709.0,ns,25
quick,random,750,,,4876180.0,ns,25
quick,random,750,,,4878860.0,ns,25
quick,random,750,,,4839651.0,ns,25
quick,random,750,,,4874439.0,ns,25
quick,random,750,,,4977472.0,ns,25
quick,random,750,,,5024011.0,ns,25
quick,random,750,,,4901911.0,ns,25
quick,random,750,,,4958298.0,ns,25
quick,random,750,,,4909878.0,ns,25
quick,random,750,,,4872731.0,ns,25
quick,random,750,,,4889659.0,ns,25
quick,random,750,,,4922107.0,ns,25
quick,random,750,,,4883119.0,ns,25
quick,random,750,,,4857605.0,ns,25
quick,random,750,,,4852719.0,ns,25
quick,random,750,,,4947329.0,ns,25
quick,random,750,,,4937744.0,ns,25
quick,random,750,,,4929594.0,ns,25
quick,random,750,,,4931035.0,ns,25
quick,random,750,,,4934349.0,ns,25
quick,random,750,,,4954313.0,ns,25
quick,random,750,,,4904609.0,ns,25
quick,random,750,,,4913008.0,ns,25
quick,random,750,,,4892783.0,ns,25
quick,random,750,,,4882254.0,ns,25
quick,random,750,,,4838357.0,ns,25
quick,random,750,,,4886043.0,ns,25
quick,random,750,,,4902758.0,ns,25
quick,random,750,,,4976075.0,ns,25
quick,random,750,,,4905596.0,ns,25
quick,random,750,,,4908035.0,ns,25
quick,random,750,,,4878399.0,ns,25
quick,random,750,,,4899774.0,ns,25
quick,random,750,,,4940260.0,ns,25
quick,random,750,,,4854191.0,ns,25
